k,label_type,method,silhouette_kmeans,calinski_harabasz_kmeans,davies_bouldin_kmeans,ari_kmeans,silhouette_agglo,calinski_harabasz_agglo,davies_bouldin_agglo,ari_agglo
2,language,TEXT,0.03337902863529212,35.08140706683669,5.273391491806739,0.9486246079456564,0.03228145107355041,33.888295192203756,5.36742751971924,0.8986025156325027
2,language,RAW,0.03274080199151341,37.82388744447972,5.039497327838991,0.0031038698116713104,0.033941878506289457,27.08433702072229,6.008652963658818,0.006409471025335366
2,language,PCA,0.0951733839998334,114.05934551531399,2.8123036837958946,0.002607999307419271,0.07895284803231996,65.89154130172089,2.529995348916276,-9.359574368668587e-05
2,language,VAE,0.2935241758823395,426.1441216711907,1.3748511521332127,-9.021700025877275e-05,0.3403645157814026,259.9371666389204,1.060000705968355,-0.0003540632543560843
6,genre,TEXT,0.0031346042477567782,8.894968109685848,9.013596436119453,0.0015112751727221038,0.009209641291003786,9.159693911054678,3.34451240286231,0.03633196674332883
6,genre,RAW,0.004080749806371416,14.54974085040189,5.316521152047141,0.03290275959011527,-0.01895270769652637,12.86312049167151,6.223719180142472,0.024110203946114694
6,genre,PCA,0.04022302364732886,52.26272491586462,3.182158775472418,0.02743604765605192,0.0064657421831935055,38.87319614330652,3.6677387687235234,0.028811870848022884
6,genre,VAE,0.18393133580684662,298.57903630810006,1.488022577746479,0.012012415979545258,0.14995895326137543,267.54680497221693,1.5283707442475587,0.017010068328620263
